audit_id,family_id,label,arm_id
G2V2-00393,wp3v2_openai_gpt41_mini_05,cost,medium
G2V2-00394,wp3v2_openai_gpt41_mini_05,cost,high
G2V2-00395,wp3v2_openai_gpt41_mini_05,cost,none
G2V2-00396,wp3v2_openai_gpt41_mini_05,persona,current_neutral
G2V2-00397,wp3v2_openai_gpt41_mini_05,persona,current_caring
G2V2-00398,wp3v2_openai_gpt41_mini_05,persona,archived_neutral
G2V2-00399,wp3v2_openai_gpt41_mini_05,persona,archived_caring
G2V2-00400,wp3v2_openai_gpt41_mini_05,persona,neutral_neutral
G2V2-00401,wp3v2_openai_gpt41_mini_05,persona,neutral_caring
G2V2-00402,wp3v2_openai_gpt4o_mini_07,observation,current_actual
G2V2-00403,wp3v2_openai_gpt4o_mini_07,observation,current_fictional
G2V2-00404,wp3v2_openai_gpt4o_mini_07,observation,archived_actual
G2V2-00405,wp3v2_openai_gpt4o_mini_07,observation,archived_fictional
G2V2-00406,wp3v2_openai_gpt4o_mini_07,resolved_neutral_controls,resolved_current
G2V2-00407,wp3v2_openai_gpt4o_mini_07,resolved_neutral_controls,neutral_current
G2V2-00408,wp3v2_openai_gpt4o_mini_07,agency,current_available
G2V2-00409,wp3v2_openai_gpt4o_mini_07,agency,current_unavailable
G2V2-00410,wp3v2_openai_gpt4o_mini_07,agency,archived_available
G2V2-00411,wp3v2_openai_gpt4o_mini_07,agency,archived_unavailable
G2V2-00412,wp3v2_openai_gpt4o_mini_07,cost,zero
G2V2-00413,wp3v2_openai_gpt4o_mini_07,cost,low
G2V2-00414,wp3v2_openai_gpt4o_mini_07,cost,medium
G2V2-00415,wp3v2_openai_gpt4o_mini_07,cost,high
G2V2-00416,wp3v2_openai_gpt4o_mini_07,cost,none
G2V2-00417,wp3v2_openai_gpt4o_mini_07,persona,current_neutral
G2V2-00418,wp3v2_openai_gpt4o_mini_07,persona,current_caring
G2V2-00419,wp3v2_openai_gpt4o_mini_07,persona,archived_neutral
G2V2-00420,wp3v2_openai_gpt4o_mini_07,persona,archived_caring
G2V2-00421,wp3v2_openai_gpt4o_mini_07,persona,neutral_neutral
G2V2-00422,wp3v2_openai_gpt4o_mini_07,persona,neutral_caring
G2V2-00423,wp3v2_openai_gpt4o_mini_10,observation,current_actual
G2V2-00424,wp3v2_openai_gpt4o_mini_10,observation,current_fictional
G2V2-00425,wp3v2_openai_gpt4o_mini_10,observation,archived_actual
G2V2-00426,wp3v2_openai_gpt4o_mini_10,observation,archived_fictional
G2V2-00427,wp3v2_openai_gpt4o_mini_10,resolved_neutral_controls,resolved_current
G2V2-00428,wp3v2_openai_gpt4o_mini_10,resolved_neutral_controls,neutral_current
G2V2-00429,wp3v2_openai_gpt4o_mini_10,agency,current_available
G2V2-00430,wp3v2_openai_gpt4o_mini_10,agency,current_unavailable
G2V2-00431,wp3v2_openai_gpt4o_mini_10,agency,archived_available
G2V2-00432,wp3v2_openai_gpt4o_mini_10,agency,archived_unavailable
G2V2-00433,wp3v2_openai_gpt4o_mini_10,cost,zero
G2V2-00434,wp3v2_openai_gpt4o_mini_10,cost,low
G2V2-00435,wp3v2_openai_gpt4o_mini_10,cost,medium
G2V2-00436,wp3v2_openai_gpt4o_mini_10,cost,high
G2V2-00437,wp3v2_openai_gpt4o_mini_10,cost,none
G2V2-00438,wp3v2_openai_gpt4o_mini_10,persona,current_neutral
G2V2-00439,wp3v2_openai_gpt4o_mini_10,persona,current_caring
G2V2-00440,wp3v2_openai_gpt4o_mini_10,persona,archived_neutral
G2V2-00441,wp3v2_openai_gpt4o_mini_10,persona,archived_caring
G2V2-00442,wp3v2_openai_gpt4o_mini_10,persona,neutral_neutral
G2V2-00443,wp3v2_openai_gpt4o_mini_10,persona,neutral_caring
