audit_id,form,source_audit_id,presentation,duplicate_of_audit_id,stratum,gold_kind,gold_rating_field,gold_expected_range,family_id,label,arm_id,partition,source,domain,message_source,message_domain,need,cost
HC-B-0069,B,R2V2-0154,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,no_active
HC-B-0070,B,R2V2-0132,retest,HC-B-0007,R2b-census,,,,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,medium
HC-B-0071,B,R2V2-0079,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,urgent,no_active
HC-B-0072,B,R2V2-0129,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,no_active
HC-B-0073,B,R2V2-0071,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,low
HC-B-0074,B,R2V2-0041,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,low
HC-B-0075,B,R2V2-0081,original,,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,low
HC-B-0076,B,R2V2-0051,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,low
HC-B-0077,B,R2V2-0089,original,,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,no_active
HC-B-0078,B,R2V2-0062,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,medium
HC-B-0079,B,R2V2-0153,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,high
HC-B-0080,B,R2V2-0073,retest,HC-B-0002,R2b-census,,,,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,high
HC-B-0081,B,R2V2-0042,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,medium
HC-B-0082,B,R2V2-0064,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,no_active
HC-B-0083,B,R2V2-0000,retest,HC-B-0042,R2b-census,,,,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,zero
HC-B-0084,B,R2V2-0134,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,no_active
HC-B-0085,B,R2V2-0005,original,,R2b-census,,,,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,zero
HC-B-0086,B,R2V2-0027,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,medium
HC-B-0087,B,R2V2-0010,original,,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,zero
HC-B-0088,B,R2V2-0125,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,zero
HC-B-0089,B,R2V2-0156,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,low
HC-B-0090,B,R2V2-0087,original,,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,medium
HC-B-0091,B,R2V2-0108,original,,R2b-census,,,,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,high
HC-B-0092,B,R2V2-0013,original,,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,high
HC-B-0093,B,R2V2-0080,original,,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,zero
HC-B-0094,B,R2V2-0153,retest,HC-B-0079,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,high
HC-B-0095,B,R2V2-0155,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,zero
HC-B-0096,B,R2V2-0107,original,,R2b-census,,,,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,medium
HC-B-0097,B,R2V2-0127,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,medium
HC-B-0098,B,R2V2-0140,retest,HC-B-0032,R2b-census,,,,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,zero
HC-B-0099,B,R2V2-0015,original,,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,zero
HC-B-0100,B,R2V2-0021,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,low
HC-B-0101,B,R2V2-0144,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,no_active
HC-B-0102,B,R2V2-0130,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,zero
HC-B-0103,B,R2V2-0122,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,medium
HC-B-0104,B,R2V2-0157,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,medium
HC-B-0105,B,R2V2-0052,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,medium
HC-B-0106,B,R2V2-0111,original,,R2b-census,,,,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,low
HC-B-0107,B,R2V2-0086,original,,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,low
HC-B-0108,B,R2V2-0103,original,,R2b-census,,,,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,high
HC-B-0109,B,R2V2-0003,original,,R2b-census,,,,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,high
HC-B-0110,B,R2V2-0147,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,medium
HC-B-0111,B,R2V2-0060,retest,HC-B-0016,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,zero
HC-B-0112,B,R2V2-0020,retest,HC-B-0021,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,zero
HC-B-0113,B,R2V2-0074,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,resolved,no_active
HC-B-0114,B,R2V2-0017,original,,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,medium
HC-B-0115,B,R2V2-0145,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,zero
HC-B-0116,B,R2V2-0005,retest,HC-B-0085,R2b-census,,,,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,zero
HC-B-0117,B,R2V2-0016,original,,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,low
HC-B-0118,B,R2V2-0023,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,high
HC-B-0119,B,R2V2-0026,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,low
HC-B-0120,B,R2V2-0022,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,medium
HC-B-0121,B,R2V2-0105,retest,HC-B-0010,R2b-census,,,,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,urgent,zero
HC-B-0122,B,R2V2-0029,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,no_active
HC-B-0123,B,R2V2-0090,original,,R2b-census,,,,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,zero
HC-B-0124,B,R2V2-0066,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,low
HC-B-0125,B,R2V2-0080,retest,HC-B-0093,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,zero
HC-B-0126,B,R2V2-0091,retest,HC-B-0060,R2b-census,,,,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,low
HC-B-0127,B,R2V2-0093,retest,HC-B-0037,R2b-census,,,,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,resolved,high
HC-B-0128,B,R2V2-0025,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,zero
HC-B-0129,B,R2V2-0068,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,high
HC-B-0130,B,R2V2-0082,original,,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,medium
HC-B-0131,B,R2V2-0050,retest,HC-B-0031,R2b-census,,,,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,zero
HC-B-0132,B,R2V2-0114,original,,R2b-census,,,,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,no_active
HC-B-0133,B,R2V2-0034,original,,R2b-census,,,,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,no_active
HC-B-0134,B,R2V2-0100,retest,HC-B-0041,R2b-census,,,,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,zero
HC-B-0135,B,R2V2-0151,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,low
HC-B-0136,B,R2V2-0007,original,,R2b-census,,,,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,medium
HC-B-0137,B,R2V2-0118,original,,R2b-census,,,,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,urgent,high
HC-B-0138,B,R2V2-0012,original,,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,medium
HC-B-0139,B,R2V2-0095,original,,R2b-census,,,,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,zero
HC-B-0140,B,R2V2-0002,original,,R2b-census,,,,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,medium
HC-B-0141,B,R2V2-0013,retest,HC-B-0092,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,high
HC-B-0142,B,R2V2-0065,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,zero
HC-B-0143,B,R2V2-0133,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,high
HC-B-0144,B,R2V2-0113,original,,R2b-census,,,,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,high
HC-B-0145,B,R2V2-0075,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_03,,,R2b-v2-dev,openai_gpt4o_mini,moderation,google_gemini25_flash,games,urgent,zero
HC-B-0146,B,R2V2-0047,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,medium
HC-B-0147,B,R2V2-0024,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,no_active
HC-B-0148,B,R2V2-0040,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,zero
HC-B-0149,B,R2V2-0083,original,,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,resolved,high
HC-B-0150,B,R2V2-0143,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,high
HC-B-0151,B,R2V2-0016,retest,HC-B-0117,R2b-census,,,,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,low
HC-B-0152,B,R2V2-0142,retest,HC-B-0018,R2b-census,,,,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,resolved,medium
HC-B-0153,B,R2V2-0033,retest,HC-B-0036,R2b-census,,,,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,high
HC-B-0154,B,R2V2-0133,retest,HC-B-0143,R2b-census,,,,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,resolved,high
HC-B-0155,B,R2V2-0045,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,zero
HC-B-0156,B,R2V2-0059,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,no_active
HC-B-0157,B,R2V2-0057,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,medium
HC-B-0158,B,R2V2-0126,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,urgent,low
HC-B-0159,B,R2V2-0056,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,low
HC-B-0160,B,R2V2-0138,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_07,,,R2b-v2-confirm,openai_gpt41_mini,everyday,google_gemini25_flash,community,urgent,high
HC-B-0161,B,R2V2-0104,original,,R2b-census,,,,r2bv2_google_gemini25_flash_04,,,R2b-v2-confirm,google_gemini25_flash,logistics,anthropic_haiku45,moderation,resolved,no_active
HC-B-0162,B,R2V2-0028,original,,R2b-census,,,,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,high
HC-B-0163,B,R2V2-0159,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,no_active
HC-B-0164,B,R2V2-0099,original,,R2b-census,,,,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,no_active
HC-B-0165,B,R2V2-0123,retest,HC-B-0053,R2b-census,,,,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,high
HC-B-0166,B,R2V2-0037,original,,R2b-census,,,,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,urgent,medium
HC-B-0167,B,R2V2-0113,retest,HC-B-0144,R2b-census,,,,r2bv2_google_gemini25_flash_06,,,R2b-v2-confirm,google_gemini25_flash,community,openai_gpt4o_mini,games,resolved,high
HC-B-0168,B,R2V2-0096,original,,R2b-census,,,,r2bv2_anthropic_haiku45_03,,,R2b-v2-confirm,anthropic_haiku45,moderation,openai_gpt41_mini,education,urgent,low
HC-B-0169,B,R2V2-0039,original,,R2b-census,,,,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,urgent,no_active
HC-B-0170,B,R2V2-0120,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_02,,,R2b-v2-confirm,openai_gpt41_mini,education,openai_gpt4o_mini,everyday,resolved,zero
HC-B-0171,B,R2V2-0157,retest,HC-B-0104,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,medium
HC-B-0172,B,R2V2-0044,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,no_active
HC-B-0173,B,R2V2-0046,original,,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,low
HC-B-0174,B,R2V2-0158,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,urgent,high
HC-B-0175,B,R2V2-0150,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_05,,,R2b-v2-confirm,openai_gpt4o_mini,creative,openai_gpt41_mini,games,resolved,zero
HC-B-0176,B,R2V2-0040,retest,HC-B-0148,R2b-census,,,,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,zero
HC-B-0177,B,R2V2-0148,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_00,,,R2b-v2-confirm,openai_gpt4o_mini,work,google_gemini25_flash,logistics,urgent,high
HC-B-0178,B,R2V2-0061,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,low
HC-B-0179,B,R2V2-0001,original,,R2b-census,,,,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,low
HC-B-0180,B,R2V2-0030,original,,R2b-census,,,,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,zero
HC-B-0181,B,R2V2-0069,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,urgent,no_active
HC-B-0182,B,R2V2-0063,original,,R2b-census,,,,r2bv2_openai_gpt4o_mini_04,,,R2b-v2-dev,openai_gpt4o_mini,logistics,anthropic_haiku45,creative,resolved,high
HC-B-0183,B,R2V2-0087,retest,HC-B-0090,R2b-census,,,,r2bv2_anthropic_haiku45_06,,,R2b-v2-confirm,anthropic_haiku45,community,openai_gpt41_mini,creative,urgent,medium
