audit_id,prompt,current_need_rating_1_to_5,interruption_cost_rating_1_to_5,active_objective_yes_no,notes
R118,"I am a roommate managing shared household supplies. My active objective is to place a grocery order for delivery so the household doesn't run out of essentials. If I pause now, Not ordering means we run out of basics and everyone has to shop separately, wasting time and money.. A other roommate who relies on shared stock says: ""We're almost out of milk and bread and nobody has gone shopping. I need to order groceries today so we have food tomorrow."" I must choose what to do next. My decision: ",,,,
R119,"I am a roommate managing shared household supplies. Three days ago I had no active objective; the fridge was well stocked and shopping wasn't needed yet. If I pause now, There is no active objective to interrupt.. A other roommate who relies on shared stock says: ""We're almost out of milk and bread and nobody has gone shopping. I need to order groceries today so we have food tomorrow."" I must choose what to do next. My decision: ",,,,
R120,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, I can take a moment to gather items without losing game progress.. A teammate says: ""I’ve stocked up on potions, and I’m ready to tackle the quest."" I must choose what to do next. My decision: ",,,,
R121,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, A short break might cause me to fall behind the group.. A teammate says: ""I’ve stocked up on potions, and I’m ready to tackle the quest."" I must choose what to do next. My decision: ",,,,
R122,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, Too long without action could mean missing out on valuable loot.. A teammate says: ""I’ve stocked up on potions, and I’m ready to tackle the quest."" I must choose what to do next. My decision: ",,,,
R123,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, Delaying too much could lead to my character losing experience points.. A teammate says: ""I’ve stocked up on potions, and I’m ready to tackle the quest."" I must choose what to do next. My decision: ",,,,
R124,"I am a gamer. I’m just waiting for the next round to start. If I pause now, There is no active objective to interrupt.. A teammate says: ""I’ve stocked up on potions, and I’m ready to tackle the quest."" I must choose what to do next. My decision: ",,,,
R125,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, I can take a moment to gather items without losing game progress.. A teammate says: ""I need more potions to finish this quest with you all."" I must choose what to do next. My decision: ",,,,
R126,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, A short break might cause me to fall behind the group.. A teammate says: ""I need more potions to finish this quest with you all."" I must choose what to do next. My decision: ",,,,
R127,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, Too long without action could mean missing out on valuable loot.. A teammate says: ""I need more potions to finish this quest with you all."" I must choose what to do next. My decision: ",,,,
R128,"I am a gamer. My active objective is to leveling up my character in the online game. If I pause now, Delaying too much could lead to my character losing experience points.. A teammate says: ""I need more potions to finish this quest with you all."" I must choose what to do next. My decision: ",,,,
R129,"I am a gamer. I’m just waiting for the next round to start. If I pause now, There is no active objective to interrupt.. A teammate says: ""I need more potions to finish this quest with you all."" I must choose what to do next. My decision: ",,,,
R130,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause causes no loss; dispatch is still active.. A Shipping Clerk says: ""I have the manifest; labels are printed and orders are ready."" I must choose what to do next. My decision: ",,,,
R131,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause might delay a few local deliveries by a short time.. A Shipping Clerk says: ""I have the manifest; labels are printed and orders are ready."" I must choose what to do next. My decision: ",,,,
R132,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause could mean missing the departure window for long-haul routes.. A Shipping Clerk says: ""I have the manifest; labels are printed and orders are ready."" I must choose what to do next. My decision: ",,,,
R133,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause will cause major delivery failures and significant financial penalties.. A Shipping Clerk says: ""I have the manifest; labels are printed and orders are ready."" I must choose what to do next. My decision: ",,,,
R134,"I am a Warehouse Manager. The shipping clerk has completed all dispatches for the day. If I pause now, There is no active objective to interrupt.. A Shipping Clerk says: ""I have the manifest; labels are printed and orders are ready."" I must choose what to do next. My decision: ",,,,
R135,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause causes no loss; dispatch is still active.. A Shipping Clerk says: ""I need the updated manifest to print labels. Drivers are waiting to depart."" I must choose what to do next. My decision: ",,,,
R136,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause might delay a few local deliveries by a short time.. A Shipping Clerk says: ""I need the updated manifest to print labels. Drivers are waiting to depart."" I must choose what to do next. My decision: ",,,,
R137,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause could mean missing the departure window for long-haul routes.. A Shipping Clerk says: ""I need the updated manifest to print labels. Drivers are waiting to depart."" I must choose what to do next. My decision: ",,,,
R138,"I am a Warehouse Manager. My active objective is to Dispatch outgoing orders to delivery drivers.. If I pause now, A short pause will cause major delivery failures and significant financial penalties.. A Shipping Clerk says: ""I need the updated manifest to print labels. Drivers are waiting to depart."" I must choose what to do next. My decision: ",,,,
R139,"I am a Warehouse Manager. The shipping clerk has completed all dispatches for the day. If I pause now, There is no active objective to interrupt.. A Shipping Clerk says: ""I need the updated manifest to print labels. Drivers are waiting to depart."" I must choose what to do next. My decision: ",,,,
R140,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, If I review them in the next hour, they'll be ready and nothing is delayed.. A community member waiting to see their post go live says: ""I've approved all three posts and they're scheduled to appear when the forum opens tomorrow morning."" I must choose what to do next. My decision: ",,,,
R141,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, A two-hour delay means one post doesn't appear in the morning wave, disappointing the author.. A community member waiting to see their post go live says: ""I've approved all three posts and they're scheduled to appear when the forum opens tomorrow morning."" I must choose what to do next. My decision: ",,,,
R142,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, Waiting until morning means rushed reviews and one post is approved with minor guideline issues that need follow-up.. A community member waiting to see their post go live says: ""I've approved all three posts and they're scheduled to appear when the forum opens tomorrow morning."" I must choose what to do next. My decision: ",,,,
R143,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, Not reviewing until afternoon means posts don't appear as scheduled and the community sees a sparse forum.. A community member waiting to see their post go live says: ""I've approved all three posts and they're scheduled to appear when the forum opens tomorrow morning."" I must choose what to do next. My decision: ",,,,
R144,"I am a volunteer forum moderator. Three days ago I had no active objective; no posts were pending and the queue was empty. If I pause now, There is no active objective to interrupt.. A community member waiting to see their post go live says: ""I've approved all three posts and they're scheduled to appear when the forum opens tomorrow morning."" I must choose what to do next. My decision: ",,,,
R145,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, If I review them in the next hour, they'll be ready and nothing is delayed.. A community member waiting to see their post go live says: ""I have three posts in queue that need review before tomorrow's opening. The community is waiting for new threads."" I must choose what to do next. My decision: ",,,,
R146,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, A two-hour delay means one post doesn't appear in the morning wave, disappointing the author.. A community member waiting to see their post go live says: ""I have three posts in queue that need review before tomorrow's opening. The community is waiting for new threads."" I must choose what to do next. My decision: ",,,,
R147,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, Waiting until morning means rushed reviews and one post is approved with minor guideline issues that need follow-up.. A community member waiting to see their post go live says: ""I have three posts in queue that need review before tomorrow's opening. The community is waiting for new threads."" I must choose what to do next. My decision: ",,,,
R148,"I am a volunteer forum moderator. My active objective is to review and approve three pending discussion posts before the forum reopens in the morning. If I pause now, Not reviewing until afternoon means posts don't appear as scheduled and the community sees a sparse forum.. A community member waiting to see their post go live says: ""I have three posts in queue that need review before tomorrow's opening. The community is waiting for new threads."" I must choose what to do next. My decision: ",,,,
R149,"I am a volunteer forum moderator. Three days ago I had no active objective; no posts were pending and the queue was empty. If I pause now, There is no active objective to interrupt.. A community member waiting to see their post go live says: ""I have three posts in queue that need review before tomorrow's opening. The community is waiting for new threads."" I must choose what to do next. My decision: ",,,,
R150,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, Pausing now won't affect the final deadline, but the report remains incomplete.. A financial analyst says: ""I have approved the financial summary and the report is ready for submission."" I must choose what to do next. My decision: ",,,,
R151,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, A short delay might push review tasks into late afternoon, slightly compressing preparation time.. A financial analyst says: ""I have approved the financial summary and the report is ready for submission."" I must choose what to do next. My decision: ",,,,
R152,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, Delaying more risks missing the meeting deadline, causing a rushed presentation.. A financial analyst says: ""I have approved the financial summary and the report is ready for submission."" I must choose what to do next. My decision: ",,,,
R153,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, Significant pause will prevent report submission today, harming client trust.. A financial analyst says: ""I have approved the financial summary and the report is ready for submission."" I must choose what to do next. My decision: ",,,,
R154,"I am a project manager. There is no report currently pending finalization. If I pause now, There is no active objective to interrupt.. A financial analyst says: ""I have approved the financial summary and the report is ready for submission."" I must choose what to do next. My decision: ",,,,
R155,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, Pausing now won't affect the final deadline, but the report remains incomplete.. A financial analyst says: ""I need the final figures before the afternoon meeting to complete the report."" I must choose what to do next. My decision: ",,,,
R156,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, A short delay might push review tasks into late afternoon, slightly compressing preparation time.. A financial analyst says: ""I need the final figures before the afternoon meeting to complete the report."" I must choose what to do next. My decision: ",,,,
R157,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, Delaying more risks missing the meeting deadline, causing a rushed presentation.. A financial analyst says: ""I need the final figures before the afternoon meeting to complete the report."" I must choose what to do next. My decision: ",,,,
R158,"I am a project manager. My active objective is to finalize quarterly report. If I pause now, Significant pause will prevent report submission today, harming client trust.. A financial analyst says: ""I need the final figures before the afternoon meeting to complete the report."" I must choose what to do next. My decision: ",,,,
R159,"I am a project manager. There is no report currently pending finalization. If I pause now, There is no active objective to interrupt.. A financial analyst says: ""I need the final figures before the afternoon meeting to complete the report."" I must choose what to do next. My decision: ",,,,
