audit_id,experiment,family_id,partition,source,domain,contrast_or_cell,arm_id,factors_json
G2-0171,gate2_wp1,wp1_google_gemini25_flash_05,WP1-dev,google_gemini25_flash,creative,O_new,available,"{""opportunity"": true}"
G2-0172,gate2_wp1,wp1_google_gemini25_flash_05,WP1-dev,google_gemini25_flash,creative,O_new,unavailable,"{""opportunity"": false}"
G2-0173,gate2_wp1,wp1_google_gemini25_flash_05,WP1-dev,google_gemini25_flash,creative,Ctext_new,zero,"{""cost"": ""zero""}"
G2-0174,gate2_wp1,wp1_google_gemini25_flash_05,WP1-dev,google_gemini25_flash,creative,Ctext_new,low,"{""cost"": ""low""}"
G2-0175,gate2_wp1,wp1_google_gemini25_flash_05,WP1-dev,google_gemini25_flash,creative,Ctext_new,high,"{""cost"": ""high""}"
G2-0176,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0177,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0178,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0179,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0180,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0181,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0182,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0183,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0184,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0185,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0186,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0187,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0188,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0189,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0190,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0191,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0192,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0193,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0194,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0195,gate2_wp3,wp3_openai_gpt4o_mini_04,WP3-dev,openai_gpt4o_mini,logistics,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0196,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0197,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0198,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0199,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0200,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0201,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0202,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0203,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0204,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0205,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0206,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0207,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0208,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0209,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0210,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0211,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0212,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0213,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0214,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0215,gate2_wp3,wp3_openai_gpt4o_mini_09,WP3-confirm,openai_gpt4o_mini,technical,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0216,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0217,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0218,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0219,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0220,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0221,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0222,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0223,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0224,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0225,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0226,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0227,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0228,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0229,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0230,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0231,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0232,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0233,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0234,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0235,gate2_wp3,wp3_openai_gpt4o_mini_10,B8-confirm,openai_gpt4o_mini,household,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0236,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0237,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0238,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0239,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0240,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0241,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0242,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0243,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0244,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0245,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0246,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0247,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0248,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0249,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0250,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0251,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0252,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0253,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0254,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,persona,neutral_neutral,"{""content"": ""neutral"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0255,gate2_wp3,wp3_openai_gpt41_mini_05,WP3-confirm,openai_gpt41_mini,creative,persona,neutral_caring,"{""content"": ""neutral"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0256,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,observation,current_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0257,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,observation,current_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""current""}"
G2-0258,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,observation,archived_actual,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0259,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,observation,archived_simulated,"{""actuality"": ""simulated"", ""cost"": ""low"", ""opportunity"": false, ""persona"": ""neutral"", ""status"": ""archived""}"
G2-0260,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,resolved_neutral_controls,resolved_current,"{""content"": ""resolved""}"
G2-0261,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,resolved_neutral_controls,neutral_current,"{""content"": ""neutral""}"
G2-0262,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,agency,current_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0263,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,agency,current_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0264,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,agency,archived_available,"{""actuality"": ""actual"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0265,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,agency,archived_unavailable,"{""actuality"": ""actual"", ""opportunity"": false, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""archived"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0266,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,cost,zero,"{""actuality"": ""actual"", ""cost"": ""zero"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0267,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,cost,low,"{""actuality"": ""actual"", ""cost"": ""low"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0268,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,cost,high,"{""actuality"": ""actual"", ""cost"": ""high"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0269,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,cost,none,"{""actuality"": ""actual"", ""cost"": ""none"", ""opportunity"": true, ""response_tail"": ""I pause my current work and respond to the person now."", ""status"": ""current"", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0270,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,persona,current_neutral,"{""content"": ""current"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0271,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,persona,current_caring,"{""content"": ""current"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0272,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,persona,archived_neutral,"{""content"": ""archived"", ""persona"": ""neutral"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
G2-0273,gate2_wp3,wp3_openai_gpt41_mini_06,WP3-dev,openai_gpt41_mini,community,persona,archived_caring,"{""content"": ""archived"", ""persona"": ""caring"", ""response_tail"": ""I pause my current work and respond to the person now."", ""task_tail"": ""I continue my current work and do not respond to the person now.""}"
