audit_id,form,source_study,family_id,label,arm_id,partition,source,domain,message_source,message_domain,need,cost
G2V2-00270,A,gate2_v2,wp3v2_google_gemini25_flash_04,persona,current_neutral,,,,,,,
G2V2-00271,A,gate2_v2,wp3v2_google_gemini25_flash_04,persona,current_caring,,,,,,,
G2V2-00272,A,gate2_v2,wp3v2_google_gemini25_flash_04,persona,archived_neutral,,,,,,,
G2V2-00273,A,gate2_v2,wp3v2_google_gemini25_flash_04,persona,archived_caring,,,,,,,
G2V2-00274,A,gate2_v2,wp3v2_google_gemini25_flash_04,persona,neutral_neutral,,,,,,,
G2V2-00275,A,gate2_v2,wp3v2_google_gemini25_flash_04,persona,neutral_caring,,,,,,,
G2V2-00276,A,gate2_v2,wp3v2_google_gemini25_flash_05,observation,current_actual,,,,,,,
G2V2-00277,A,gate2_v2,wp3v2_google_gemini25_flash_05,observation,current_fictional,,,,,,,
G2V2-00278,A,gate2_v2,wp3v2_google_gemini25_flash_05,observation,archived_actual,,,,,,,
G2V2-00279,A,gate2_v2,wp3v2_google_gemini25_flash_05,observation,archived_fictional,,,,,,,
G2V2-00280,A,gate2_v2,wp3v2_google_gemini25_flash_05,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00281,A,gate2_v2,wp3v2_google_gemini25_flash_05,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00282,A,gate2_v2,wp3v2_google_gemini25_flash_05,agency,current_available,,,,,,,
G2V2-00283,A,gate2_v2,wp3v2_google_gemini25_flash_05,agency,current_unavailable,,,,,,,
G2V2-00284,A,gate2_v2,wp3v2_google_gemini25_flash_05,agency,archived_available,,,,,,,
G2V2-00285,A,gate2_v2,wp3v2_google_gemini25_flash_05,agency,archived_unavailable,,,,,,,
G2V2-00286,A,gate2_v2,wp3v2_google_gemini25_flash_05,cost,zero,,,,,,,
G2V2-00287,A,gate2_v2,wp3v2_google_gemini25_flash_05,cost,low,,,,,,,
G2V2-00288,A,gate2_v2,wp3v2_google_gemini25_flash_05,cost,medium,,,,,,,
G2V2-00289,A,gate2_v2,wp3v2_google_gemini25_flash_05,cost,high,,,,,,,
G2V2-00290,A,gate2_v2,wp3v2_google_gemini25_flash_05,cost,none,,,,,,,
G2V2-00291,A,gate2_v2,wp3v2_google_gemini25_flash_05,persona,current_neutral,,,,,,,
G2V2-00292,A,gate2_v2,wp3v2_google_gemini25_flash_05,persona,current_caring,,,,,,,
G2V2-00293,A,gate2_v2,wp3v2_google_gemini25_flash_05,persona,archived_neutral,,,,,,,
G2V2-00294,A,gate2_v2,wp3v2_google_gemini25_flash_05,persona,archived_caring,,,,,,,
G2V2-00295,A,gate2_v2,wp3v2_google_gemini25_flash_05,persona,neutral_neutral,,,,,,,
G2V2-00296,A,gate2_v2,wp3v2_google_gemini25_flash_05,persona,neutral_caring,,,,,,,
G2V2-00297,A,gate2_v2,wp3v2_google_gemini25_flash_09,observation,current_actual,,,,,,,
G2V2-00298,A,gate2_v2,wp3v2_google_gemini25_flash_09,observation,current_fictional,,,,,,,
G2V2-00299,A,gate2_v2,wp3v2_google_gemini25_flash_09,observation,archived_actual,,,,,,,
G2V2-00300,A,gate2_v2,wp3v2_google_gemini25_flash_09,observation,archived_fictional,,,,,,,
G2V2-00301,A,gate2_v2,wp3v2_google_gemini25_flash_09,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00302,A,gate2_v2,wp3v2_google_gemini25_flash_09,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00303,A,gate2_v2,wp3v2_google_gemini25_flash_09,agency,current_available,,,,,,,
G2V2-00304,A,gate2_v2,wp3v2_google_gemini25_flash_09,agency,current_unavailable,,,,,,,
G2V2-00305,A,gate2_v2,wp3v2_google_gemini25_flash_09,agency,archived_available,,,,,,,
G2V2-00306,A,gate2_v2,wp3v2_google_gemini25_flash_09,agency,archived_unavailable,,,,,,,
G2V2-00307,A,gate2_v2,wp3v2_google_gemini25_flash_09,cost,zero,,,,,,,
G2V2-00308,A,gate2_v2,wp3v2_google_gemini25_flash_09,cost,low,,,,,,,
G2V2-00309,A,gate2_v2,wp3v2_google_gemini25_flash_09,cost,medium,,,,,,,
G2V2-00310,A,gate2_v2,wp3v2_google_gemini25_flash_09,cost,high,,,,,,,
G2V2-00311,A,gate2_v2,wp3v2_google_gemini25_flash_09,cost,none,,,,,,,
G2V2-00312,A,gate2_v2,wp3v2_google_gemini25_flash_09,persona,current_neutral,,,,,,,
G2V2-00313,A,gate2_v2,wp3v2_google_gemini25_flash_09,persona,current_caring,,,,,,,
G2V2-00314,A,gate2_v2,wp3v2_google_gemini25_flash_09,persona,archived_neutral,,,,,,,
G2V2-00315,A,gate2_v2,wp3v2_google_gemini25_flash_09,persona,archived_caring,,,,,,,
G2V2-00316,A,gate2_v2,wp3v2_google_gemini25_flash_09,persona,neutral_neutral,,,,,,,
G2V2-00317,A,gate2_v2,wp3v2_google_gemini25_flash_09,persona,neutral_caring,,,,,,,
G2V2-00318,A,gate2_v2,wp3v2_google_gemini25_flash_11,observation,current_actual,,,,,,,
G2V2-00319,A,gate2_v2,wp3v2_google_gemini25_flash_11,observation,current_fictional,,,,,,,
G2V2-00320,A,gate2_v2,wp3v2_google_gemini25_flash_11,observation,archived_actual,,,,,,,
G2V2-00321,A,gate2_v2,wp3v2_google_gemini25_flash_11,observation,archived_fictional,,,,,,,
G2V2-00322,A,gate2_v2,wp3v2_google_gemini25_flash_11,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00323,A,gate2_v2,wp3v2_google_gemini25_flash_11,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00324,A,gate2_v2,wp3v2_google_gemini25_flash_11,agency,current_available,,,,,,,
G2V2-00325,A,gate2_v2,wp3v2_google_gemini25_flash_11,agency,current_unavailable,,,,,,,
G2V2-00326,A,gate2_v2,wp3v2_google_gemini25_flash_11,agency,archived_available,,,,,,,
G2V2-00327,A,gate2_v2,wp3v2_google_gemini25_flash_11,agency,archived_unavailable,,,,,,,
G2V2-00328,A,gate2_v2,wp3v2_google_gemini25_flash_11,cost,zero,,,,,,,
G2V2-00329,A,gate2_v2,wp3v2_google_gemini25_flash_11,cost,low,,,,,,,
G2V2-00330,A,gate2_v2,wp3v2_google_gemini25_flash_11,cost,medium,,,,,,,
G2V2-00331,A,gate2_v2,wp3v2_google_gemini25_flash_11,cost,high,,,,,,,
G2V2-00332,A,gate2_v2,wp3v2_google_gemini25_flash_11,cost,none,,,,,,,
G2V2-00333,A,gate2_v2,wp3v2_google_gemini25_flash_11,persona,current_neutral,,,,,,,
G2V2-00334,A,gate2_v2,wp3v2_google_gemini25_flash_11,persona,current_caring,,,,,,,
G2V2-00335,A,gate2_v2,wp3v2_google_gemini25_flash_11,persona,archived_neutral,,,,,,,
G2V2-00336,A,gate2_v2,wp3v2_google_gemini25_flash_11,persona,archived_caring,,,,,,,
G2V2-00337,A,gate2_v2,wp3v2_google_gemini25_flash_11,persona,neutral_neutral,,,,,,,
G2V2-00338,A,gate2_v2,wp3v2_google_gemini25_flash_11,persona,neutral_caring,,,,,,,
G2V2-00339,A,gate2_v2,wp3v2_openai_gpt41_mini_01,observation,current_actual,,,,,,,
G2V2-00340,A,gate2_v2,wp3v2_openai_gpt41_mini_01,observation,current_fictional,,,,,,,
G2V2-00341,A,gate2_v2,wp3v2_openai_gpt41_mini_01,observation,archived_actual,,,,,,,
G2V2-00342,A,gate2_v2,wp3v2_openai_gpt41_mini_01,observation,archived_fictional,,,,,,,
G2V2-00343,A,gate2_v2,wp3v2_openai_gpt41_mini_01,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00344,A,gate2_v2,wp3v2_openai_gpt41_mini_01,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00345,A,gate2_v2,wp3v2_openai_gpt41_mini_01,agency,current_available,,,,,,,
G2V2-00346,A,gate2_v2,wp3v2_openai_gpt41_mini_01,agency,current_unavailable,,,,,,,
G2V2-00347,A,gate2_v2,wp3v2_openai_gpt41_mini_01,agency,archived_available,,,,,,,
G2V2-00348,A,gate2_v2,wp3v2_openai_gpt41_mini_01,agency,archived_unavailable,,,,,,,
G2V2-00349,A,gate2_v2,wp3v2_openai_gpt41_mini_01,cost,zero,,,,,,,
G2V2-00350,A,gate2_v2,wp3v2_openai_gpt41_mini_01,cost,low,,,,,,,
G2V2-00351,A,gate2_v2,wp3v2_openai_gpt41_mini_01,cost,medium,,,,,,,
G2V2-00352,A,gate2_v2,wp3v2_openai_gpt41_mini_01,cost,high,,,,,,,
G2V2-00353,A,gate2_v2,wp3v2_openai_gpt41_mini_01,cost,none,,,,,,,
G2V2-00354,A,gate2_v2,wp3v2_openai_gpt41_mini_01,persona,current_neutral,,,,,,,
G2V2-00355,A,gate2_v2,wp3v2_openai_gpt41_mini_01,persona,current_caring,,,,,,,
G2V2-00356,A,gate2_v2,wp3v2_openai_gpt41_mini_01,persona,archived_neutral,,,,,,,
G2V2-00357,A,gate2_v2,wp3v2_openai_gpt41_mini_01,persona,archived_caring,,,,,,,
G2V2-00358,A,gate2_v2,wp3v2_openai_gpt41_mini_01,persona,neutral_neutral,,,,,,,
G2V2-00359,A,gate2_v2,wp3v2_openai_gpt41_mini_01,persona,neutral_caring,,,,,,,
G2V2-00360,A,gate2_v2,wp3v2_openai_gpt41_mini_03,observation,current_actual,,,,,,,
G2V2-00361,A,gate2_v2,wp3v2_openai_gpt41_mini_03,observation,current_fictional,,,,,,,
G2V2-00362,A,gate2_v2,wp3v2_openai_gpt41_mini_03,observation,archived_actual,,,,,,,
G2V2-00363,A,gate2_v2,wp3v2_openai_gpt41_mini_03,observation,archived_fictional,,,,,,,
G2V2-00364,A,gate2_v2,wp3v2_openai_gpt41_mini_03,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00365,A,gate2_v2,wp3v2_openai_gpt41_mini_03,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00366,A,gate2_v2,wp3v2_openai_gpt41_mini_03,agency,current_available,,,,,,,
G2V2-00367,A,gate2_v2,wp3v2_openai_gpt41_mini_03,agency,current_unavailable,,,,,,,
G2V2-00368,A,gate2_v2,wp3v2_openai_gpt41_mini_03,agency,archived_available,,,,,,,
G2V2-00369,A,gate2_v2,wp3v2_openai_gpt41_mini_03,agency,archived_unavailable,,,,,,,
G2V2-00370,A,gate2_v2,wp3v2_openai_gpt41_mini_03,cost,zero,,,,,,,
G2V2-00371,A,gate2_v2,wp3v2_openai_gpt41_mini_03,cost,low,,,,,,,
G2V2-00372,A,gate2_v2,wp3v2_openai_gpt41_mini_03,cost,medium,,,,,,,
G2V2-00373,A,gate2_v2,wp3v2_openai_gpt41_mini_03,cost,high,,,,,,,
G2V2-00374,A,gate2_v2,wp3v2_openai_gpt41_mini_03,cost,none,,,,,,,
G2V2-00375,A,gate2_v2,wp3v2_openai_gpt41_mini_03,persona,current_neutral,,,,,,,
G2V2-00376,A,gate2_v2,wp3v2_openai_gpt41_mini_03,persona,current_caring,,,,,,,
G2V2-00377,A,gate2_v2,wp3v2_openai_gpt41_mini_03,persona,archived_neutral,,,,,,,
G2V2-00378,A,gate2_v2,wp3v2_openai_gpt41_mini_03,persona,archived_caring,,,,,,,
G2V2-00379,A,gate2_v2,wp3v2_openai_gpt41_mini_03,persona,neutral_neutral,,,,,,,
G2V2-00380,A,gate2_v2,wp3v2_openai_gpt41_mini_03,persona,neutral_caring,,,,,,,
G2V2-00381,A,gate2_v2,wp3v2_openai_gpt41_mini_05,observation,current_actual,,,,,,,
G2V2-00382,A,gate2_v2,wp3v2_openai_gpt41_mini_05,observation,current_fictional,,,,,,,
G2V2-00383,A,gate2_v2,wp3v2_openai_gpt41_mini_05,observation,archived_actual,,,,,,,
G2V2-00384,A,gate2_v2,wp3v2_openai_gpt41_mini_05,observation,archived_fictional,,,,,,,
G2V2-00385,A,gate2_v2,wp3v2_openai_gpt41_mini_05,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00386,A,gate2_v2,wp3v2_openai_gpt41_mini_05,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00387,A,gate2_v2,wp3v2_openai_gpt41_mini_05,agency,current_available,,,,,,,
G2V2-00388,A,gate2_v2,wp3v2_openai_gpt41_mini_05,agency,current_unavailable,,,,,,,
G2V2-00389,A,gate2_v2,wp3v2_openai_gpt41_mini_05,agency,archived_available,,,,,,,
G2V2-00390,A,gate2_v2,wp3v2_openai_gpt41_mini_05,agency,archived_unavailable,,,,,,,
G2V2-00391,A,gate2_v2,wp3v2_openai_gpt41_mini_05,cost,zero,,,,,,,
G2V2-00392,A,gate2_v2,wp3v2_openai_gpt41_mini_05,cost,low,,,,,,,
G2V2-00393,A,gate2_v2,wp3v2_openai_gpt41_mini_05,cost,medium,,,,,,,
G2V2-00394,A,gate2_v2,wp3v2_openai_gpt41_mini_05,cost,high,,,,,,,
G2V2-00395,A,gate2_v2,wp3v2_openai_gpt41_mini_05,cost,none,,,,,,,
G2V2-00396,A,gate2_v2,wp3v2_openai_gpt41_mini_05,persona,current_neutral,,,,,,,
G2V2-00397,A,gate2_v2,wp3v2_openai_gpt41_mini_05,persona,current_caring,,,,,,,
G2V2-00398,A,gate2_v2,wp3v2_openai_gpt41_mini_05,persona,archived_neutral,,,,,,,
G2V2-00399,A,gate2_v2,wp3v2_openai_gpt41_mini_05,persona,archived_caring,,,,,,,
G2V2-00400,A,gate2_v2,wp3v2_openai_gpt41_mini_05,persona,neutral_neutral,,,,,,,
G2V2-00401,A,gate2_v2,wp3v2_openai_gpt41_mini_05,persona,neutral_caring,,,,,,,
G2V2-00402,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,observation,current_actual,,,,,,,
G2V2-00403,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,observation,current_fictional,,,,,,,
G2V2-00404,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,observation,archived_actual,,,,,,,
G2V2-00405,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,observation,archived_fictional,,,,,,,
G2V2-00406,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00407,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00408,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,agency,current_available,,,,,,,
G2V2-00409,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,agency,current_unavailable,,,,,,,
G2V2-00410,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,agency,archived_available,,,,,,,
G2V2-00411,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,agency,archived_unavailable,,,,,,,
G2V2-00412,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,cost,zero,,,,,,,
G2V2-00413,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,cost,low,,,,,,,
G2V2-00414,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,cost,medium,,,,,,,
G2V2-00415,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,cost,high,,,,,,,
G2V2-00416,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,cost,none,,,,,,,
G2V2-00417,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,persona,current_neutral,,,,,,,
G2V2-00418,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,persona,current_caring,,,,,,,
G2V2-00419,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,persona,archived_neutral,,,,,,,
G2V2-00420,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,persona,archived_caring,,,,,,,
G2V2-00421,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,persona,neutral_neutral,,,,,,,
G2V2-00422,A,gate2_v2,wp3v2_openai_gpt4o_mini_07,persona,neutral_caring,,,,,,,
G2V2-00423,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,observation,current_actual,,,,,,,
G2V2-00424,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,observation,current_fictional,,,,,,,
G2V2-00425,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,observation,archived_actual,,,,,,,
G2V2-00426,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,observation,archived_fictional,,,,,,,
G2V2-00427,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,resolved_neutral_controls,resolved_current,,,,,,,
G2V2-00428,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,resolved_neutral_controls,neutral_current,,,,,,,
G2V2-00429,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,agency,current_available,,,,,,,
G2V2-00430,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,agency,current_unavailable,,,,,,,
G2V2-00431,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,agency,archived_available,,,,,,,
G2V2-00432,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,agency,archived_unavailable,,,,,,,
G2V2-00433,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,cost,zero,,,,,,,
G2V2-00434,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,cost,low,,,,,,,
G2V2-00435,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,cost,medium,,,,,,,
G2V2-00436,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,cost,high,,,,,,,
G2V2-00437,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,cost,none,,,,,,,
G2V2-00438,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,persona,current_neutral,,,,,,,
G2V2-00439,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,persona,current_caring,,,,,,,
G2V2-00440,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,persona,archived_neutral,,,,,,,
G2V2-00441,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,persona,archived_caring,,,,,,,
G2V2-00442,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,persona,neutral_neutral,,,,,,,
G2V2-00443,A,gate2_v2,wp3v2_openai_gpt4o_mini_10,persona,neutral_caring,,,,,,,
R2V2-0000,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,zero
R2V2-0001,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,low
R2V2-0002,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,medium
R2V2-0003,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,high
R2V2-0004,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,resolved,no_active
R2V2-0005,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,zero
R2V2-0006,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,low
R2V2-0007,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,medium
R2V2-0008,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,high
R2V2-0009,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_01,,,R2b-v2-dev,anthropic_haiku45,games,openai_gpt4o_mini,moderation,urgent,no_active
R2V2-0010,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,zero
R2V2-0011,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,low
R2V2-0012,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,medium
R2V2-0013,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,high
R2V2-0014,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,resolved,no_active
R2V2-0015,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,zero
R2V2-0016,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,low
R2V2-0017,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,medium
R2V2-0018,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,high
R2V2-0019,B,gate1_r2b_v2,r2bv2_anthropic_haiku45_07,,,R2b-v2-dev,anthropic_haiku45,everyday,openai_gpt4o_mini,creative,urgent,no_active
R2V2-0020,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,zero
R2V2-0021,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,low
R2V2-0022,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,medium
R2V2-0023,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,high
R2V2-0024,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,resolved,no_active
R2V2-0025,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,zero
R2V2-0026,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,low
R2V2-0027,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,medium
R2V2-0028,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,high
R2V2-0029,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_01,,,R2b-v2-dev,google_gemini25_flash,games,openai_gpt41_mini,logistics,urgent,no_active
R2V2-0030,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,zero
R2V2-0031,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,low
R2V2-0032,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,medium
R2V2-0033,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,high
R2V2-0034,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,resolved,no_active
R2V2-0035,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,urgent,zero
R2V2-0036,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,urgent,low
R2V2-0037,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,urgent,medium
R2V2-0038,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,urgent,high
R2V2-0039,B,gate1_r2b_v2,r2bv2_google_gemini25_flash_03,,,R2b-v2-dev,google_gemini25_flash,moderation,anthropic_haiku45,work,urgent,no_active
R2V2-0040,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,zero
R2V2-0041,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,low
R2V2-0042,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,medium
R2V2-0043,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,high
R2V2-0044,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,resolved,no_active
R2V2-0045,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,zero
R2V2-0046,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,low
R2V2-0047,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,medium
R2V2-0048,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,high
R2V2-0049,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_01,,,R2b-v2-dev,openai_gpt41_mini,games,anthropic_haiku45,everyday,urgent,no_active
R2V2-0050,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,zero
R2V2-0051,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,low
R2V2-0052,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,medium
R2V2-0053,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,high
R2V2-0054,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,resolved,no_active
R2V2-0055,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,zero
R2V2-0056,B,gate1_r2b_v2,r2bv2_openai_gpt41_mini_06,,,R2b-v2-dev,openai_gpt41_mini,community,google_gemini25_flash,work,urgent,low
